idiom_id_lang;idiom_id;idiom_string;CQL;List_most_common (1 = yes, 0 = no);nr_languages_found;language;domain_id;domain_name;superdomain;subdomain;idiom_frequency;idiom_frequency_per_mill;corpus_size;idiom_syntactic_type;source_volume;description_english;comment 
p02en;p02;to roll up one’s sleeves ;"[tag=""NNZ|NNSZ |CDZ |PPZ|NPZ|NPSZ""] [lemma_lc=""sleeve""] context [lemma=""roll""] (-5..5,-KWIC) context [lemma=""up""] (-5..5,-KWIC)";1;67;en;p;gestures_postures_facial_expressions;culture;semiotized_gestures;11489;0.44;25825512637;verb_idiom;Vol_II;"‘to be ready and willing to set about hard work; to prepare oneself for a difficult task";
p05en;p05;to point the finger / an accusatory finger at sb;"[tag=""DT""] [lemma_lc=""accusatory""]? [lemma_lc=""finger""] [lc=""at ""]? context [lemma=""point""] (-5..5,-KWIC)";1;NA;en;p;gestures_postures_facial_expressions;culture;semiotized_gestures;18772;0.73;25825512637;verb_idiom;Vol_II;"‘to blame someone for a mistake or blunder they have made; to identify someone as the guilty person, to denounce them in public for their behavior’";"make ""at optional because it is also optional in French "
p09en;p09;to turn one’s back on sb./sth.  ;"[tag=""NNZ|NNSZ |CDZ |PPZ|NPZ|NPSZ""] [lemma_lc=""back""] context [lemma=""turn""] (-5..5,-KWIC) context [lemma=""on""] (-5..5,-KWIC)";1;62;en;p;gestures_postures_facial_expressions;culture;semiotized_gestures;34762;1.35;25825512637;verb_idiom;Vol_II;"‘to turn away from someone, something; to refuse to help someone; to stop being involved in something; to forsake or abandon someone, something’";
p10en;p10;to welcome/greet sb. with open arms  ;"[lemma_lc=""with""] [lemma_lc=""open""] [lemma_lc=""arm""] context [lemma=""greet|welcome""] (-5..5,-KWIC)";1;57;en;p;gestures_postures_facial_expressions;culture;semiotized_gestures;10448;0.4;25825512637;verb_idiom;Vol_II;"‘to accept, greet with great willingness; to show that one is very happy to see or meet someone or to have them as part of their group etc.’";
p17en;p17;to poke/thrust/stick one’s nose into sth./everything ;"[tag=""NNZ|NNSZ |CDZ |PPZ|NPZ|NPSZ""] [lemma_lc=""nose""] [lemma_lc=""in|into""] context [lemma=""poke|thrust|stick""] (-5..5,-KWIC)";1;56;en;p;gestures_postures_facial_expressions;culture;facial expressions/body postures ;3954;0.15;25825512637;verb_idiom;Vol_II;"‘to meddle curiously in other persons’ affairs; to take an inquisitive interest in things that do not concern oneself and become absorbed in it’";"added ""stick"" also very common. Merriam-Webster. (n.d.). Stick/poke one's nose in/into. In Merriam-Webster.com dictionary. Retrieved June 19, 2021, from https://www.merriam-webster.com/dictionary/stick%2Fpoke%20one%27s%20nose%20in%2Finto"
r01en;r01;to tighten one’s belt  ;"[tag=""NNZ|NNSZ |CDZ |PPZ|NPZ|NPSZ""] [lemma_lc=""belt""] context [lemma=""tighten""] (-5..5,-KWIC)";1;52;en;r;physical_reactions_sensations;natural_phenomena;bodily_reactions;3064;0.12;25825512637;verb_idiom;Vol_II;"‘to make economies, live frugally and use fewer resources when food or money is scarce; to start in earnest on an activity; to make financialsacrifices or cut back on spending´";
r03en;r03;in the blink of an eye / in the twinkling of an eye  ;"[lemma_lc=""in""] [tag=""DT""] [lemma_lc=""blink|twinkling""] [lemma_lc=""of""] [tag=""DT""] [lemma_lc=""eye""]";1;50;en;r;physical_reactions_sensations;natural_phenomena;bodily_reactions;12618;0.49;25825512637;verb_idiom;Vol_II;‘in an instant, in a very short time, surprisingly quickly’;
r08en;r08;"to stand with both feet on the ground; to have one’s feet / both feet on the ground";"([lemma_lc=""with""] [lemma_lc=""both""] [lemma_lc=""foot""] [lemma_lc=""on""] [lemma_lc=""the""] [lemma_lc=""ground""] ) | ([tag=""NNZ|NNSZ |CDZ |PPZ|NPZ|NPSZ"" | tag=""both""] [lemma_lc=""foot""] [lemma_lc=""on""] [lemma_lc=""the""] [lemma_lc=""ground""] ) context [lemma=""have|stand""] (-5..-1)";0;NA;en;r;physical_reactions_sensations;natural_phenomena;bodily_reactions;565;0.02;25825512637;verb_idiom;Vol_II;"‘to have a sensible and practical attitude to life; to be able to cope with life, to be free from fanciful, impractical ideas’";probably also literal occurences, only left context because verbs are frequent.
r09en;r09;(rub)salt in/into the wound;"[lemma_lc=""salt""] [lemma_lc=""in|into""] [tag=""DT""] [lemma_lc=""wound""]";0;NA;en;r;physical_reactions_sensations;natural_phenomena;pain_and_sorrow;1697;0.07;25825512637;verb_idiom;Vol_II;"‘to intentionally increase someone’s pain or shame; to make a difficult situation even worse for someone; to add deliberately to someone’s misery’";
r17en;r17;like balm to one's soul;"[lemma_lc=""balm""] [lemma_lc=""to""] [] [lemma_lc=""soul""]";0;NA;en;r;physical_reactions_sensations;natural_phenomena;pain_and_sorrow;180;0.01;25825512637;verb_idiom;Vol_II;‘something felt to be pleasant, healing and soothing, if one is in an emotional depth’;
r18en;r18;too good to be true;"[lemma_lc=""too""] [lemma_lc=""good""] [lemma_lc=""to""] [lemma_lc=""be""] [lemma_lc=""true""]";0;NA;en;r;physical_reactions_sensations;natural_phenomena;pain_and_sorrow;20634;0.8;25825512637;verb_idiom;Vol_II;"‘this is so good or excellent that it defies belief, there is no way it could be true; it exceeds all expectations but probably cannot be realized’";
s03en;s03;(a) heart of gold  ;"[lemma_lc=""heart""] [lemma_lc=""of""] [lemma_lc=""gold""]";1;48;en;s;human_body;natural_phenomena;heart_head_nerves_skin;6709;0.26;25825512637;noun_idiom;Vol_II;"‘to have a good and generous character; to be a friendly, helpful, forgiving person whose qualities are much appreciated’";changed from verb idiom to noun idiom 
s04en;s04;to lose one’s head  ;"[lemma_lc=""lose""] [tag=""NNZ|NNSZ|CDZ|PPZ|NPZ|NPSZ""] [lemma_lc=""head""]";1;60;en;s;human_body;natural_phenomena;heart_head_nerves_skin;6319;0.24;25825512637;verb_idiom;Vol_II;‘to lose one’s power of reasoning, to become so excited or confused that one gets into a panic and behaves irrationally’;Relatively fixed idiom. Leave whole cosntruction, otherwise too many FPs. 
s06en;s06;to get on sb’s nerves ;"[lemma_lc=""on""] [tag=""NNZ|NNSZ|CDZ|PPZ|NPZ|NPSZ""] [lemma_lc=""nerve""] context [lemma=""get""] (-5..-1)";1;60;en;s;human_body;natural_phenomena;heart_head_nerves_skin;6519;0.25;25825512637;verb_idiom;Vol_II;"‘to annoy or disturb someone constantly; to exasperate someone by the repetition of some irritating action; to be a nuisance’";
s07en;s07;to save one’s (own) skin  ;"[tag=""NNZ|NNSZ|CDZ|PPZ|NPZ|NPSZ""] [lemma_lc=""own""]? [lemma_lc=""skin""] context [lemma=""save""] (-5..-1)";1;53;en;s;human_body;natural_phenomena;heart_head_nerves_skin;3148;0.12;25825512637;verb_idiom;Vol_II;"‘to protect oneself from danger or difficulties, without worrying about other people; to escape from a disagreeable predicament’";
s10en;s10;sb’s hands are tied/ to be tied/bound hand and foot  ;"[lemma_lc=""hand""] [lemma_lc=""be""] [lemma_lc=""tie""]";1;48;en;s;human_body;natural_phenomena;hands_and_face_parts;4398;0.17;25825512637;verb_idiom;Vol_II;"‘to be unable to act because of some restrictions or hindrances; to have obligations which severely restrict one’s actions and freedom’";"only use (a) because (b) ""to be tied / bound hand and foot"" does not exist in French and German "
s12en;s12;(to see something) with (the) naked eye;"[lemma_lc=""with""] [lemma_lc=""the""]? [lemma_lc=""naked""] [lemma_lc=""eye""]";0;NA;en;s;human_body;natural_phenomena;hands_and_face_parts;8200;0.32;25825512637;adverbial_idiom;Vol_II;‘(to see something) without using any artificial help, without an optical ninstrument such as binoculars, microscope or telescope’;
